#source_audio	start	end	text	speaker	src_json
data\raw_audio\2ytfp_TYGmo.wav	242.319	247.079	coi trọng. Chính vì vậy mà cũng rất ít người biết đến. Thường thường thì họ chỉ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	247.079	252.12	biết đến những cái vua chúa, những cái bà hoàng, công chúa và hoàng tử mà thôi.	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	252.12	256.799	Đây là khu vực lăng mộ chôn các cái vị thái giảm đây quý vị. Nhìn nó rất là cổ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	256.799	260.84	kính đó. Và như quý vị thấy thì trước mặt đó chính là một cái bức bình phong	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	260.84	267.759	tiền và cái bờ thanành ngoài nhìn cũng có ba lỗi đi nhưng mà cái lỗi giữa là	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	267.759	273.759	bức bên phong và hai lỗi hai bên nhìn có vẻ rất là trang nghiêm. Đây quả thật là	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	273.759	279.28	một cái ngôi lăng mộ hết sức là độc đáo mà Huế Review trước giờ muốn đã phát	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	279.28	283.88	hiện và muốn quay cho quý vị xem. Quý vị thấy là cái khu lă mộ này hiện	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	283.88	286.88	tại là đang xuống cấp rất là nghiêm trọng đây.	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	286.88	293.039	Rất là rất là nghiêm trọng luôn. Bởi vì ở đây là các cái gạch đá rồi các cái vôi	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	293.039	299.24	vựa như quý vị thấy này. Cái chất liệu dính kết đấy. Chất liệu dính kết này là	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	299.24	303.96	rất đặc trưng cho cái các cái khu lăng mộ của Triều Nguyện. Ở đây là có cái bũ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	303.96	308.28	thành ngoài đấy. Sau cái bức tường thành này thì sẽ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	308.28	311.8	có một cái bũ thành và có cái cổng tam quang.	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	311.8	315.039	Nhìn các cái hòa tiết trên cổng Tam Quang thì quý vị cũng có thể thấy mức độ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	315.039	320.36	cổ kính của cái ngôi lăng mộ này nó như thế nào rồi. Đó, hầu hết các cái hỏa	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	320.36	325.479	tiết đều bị bong tróc và rớt ra rớt xuống rồi quý vị. Nhìn rất là đau sót	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	325.479	331.56	luôn. Đây những cái chữ Hán được à	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	331.56	337.56	điêu khắc bằng à các cái mẻ sanh, mẻ sứ đọc vẫn vẫn nói chung là nếu như quý vị	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	337.56	342.199	nào biết thì có thể đọc ra hay không. Nhưng mà ở đây là Huế Review cũng không	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	342.199	346.56	có có hiểu được chữ Hán do đó là cũng không có đọc được cái nghĩa nhưng mà	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	346.56	353.56	nhìn thì có vẻ là vẫn còn khá là rõ. Đây riêu phong r bám rất là nhiều. Đây là	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	353.56	360.36	các cái bức tường phía ngoài thì được xây bằng đá. Đây phía bên này thì à quý	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	360.36	366.039	vị thấy là cũng có một cái bia à và một cái nhà bia ngay cái à cái cổng chính	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	366.039	370.759	của Tam Quang. Và cái cổng này thì chúng ta không có đi vào được thưa quý vị. Đó	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	370.759	374.84	và ở đây là dựng một cái tấm bia. Thì theo như Huế Rêu tìm hiểu thì cái tấm	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	374.84	381.96	bia này là cũng được à khắc những cái công lao của các cái vị thái giám à đã	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	381.96	388.24	từng ủng hộ để xây dựng nên cái ngôi l mũ này. Đấy, một cái nhà bia rất là rộng	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	388.24	392.68	và rất là rất là đẹp. Các cái họa tiết trên bia thì như quý vị thấy là cũng có	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	392.68	397.199	rồng đây. Không hiểu vì sao là làm những cái tấm bia mà có rồng như thế này bởi	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	397.199	404.0	vì nó cũng khá là vô lý là bởi vì việc mà xây dựng các cái quan thể giám ngày	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	404.0	409.52	xưa thì cũng không có được à coi trọng lắm. Nhưng mà ở đây Huế review như phát	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	409.52	414.639	hiện cái đầu rồng thì không biết quý vị có có nhìn nhìn rõ hay không.	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	414.639	419.319	Đây trâu mặt trâu cái ấm dương bạc quái đây	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	419.319	424.56	quý vị này. Đấy đây một con rồng này bên đây một con	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	424.56	430.039	rồng này. Nhà bia thì đó ở đây là có một cái án	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	430.039	438.52	hương đây. Nhìn cái họa tiết trang trí thì rất là cổ đấy. Kiểu là dạng giống	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	438.52	443.479	như cái đời à nhà tần của Trung Quốc vậy quý vị.	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	443.479	448.08	Và và theo như Huế Review tìm hiểu thì thái giám nó cũng xuất phát từ một cái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	448.08	454.84	triều đại của Trung Quốc. Từ đó thì mới có Thái Giám để à đưa vào cung. Đây trên	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	454.84	458.599	kia thì quý vị thấy cái cổng tam quang là coi như là nó bị bể nức hết các cái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	458.599	464.08	hòa tiết và nó rơi xuống rồi. Nhìn rất là chuôi xót. Đây những cái hình hài bên	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	464.08	469.68	này nó cũng không có rõ ràng nữa. Nhìn như là con kỳ lưng đấy.	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	469.68	474.8	Đó bên này là một cái cẩm. Và để trước khi chúng ta vào khám phá	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	474.8	478.4	cái ngôi lăng mộ của các cái vị thái giám, một cái ngôi lăng mộ rất là độc lạ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	478.4	482.96	và rất là tuyệt vời thì Huế Review sẽ thấp một cái đánh nhang ngay cả tại cái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	482.96	487.08	bia để xin phép đi vào. Vâng luôn tiền thì Huế Review cũng sẽ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	498.72	502.36	thấp nhang cho tất cả các cái nắm mua ở đây luôn quý vị. Sau đó thì chúng ta sẽ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	502.36	507.36	khám phá sau nha quý vị. Đây.	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	515.48	518.779	[âm nhạc] [âm nhạc]	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	533.92	537.68	Kính thưa quý vị, sau khi mà Huế review thập nhang cho các cái nấm mổ thì bây	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	537.68	543.2	giờ là chúng ta sẽ khám phá đấy phía bên trong cái khu mộ này xem có cái điều gì	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	543.2	548.92	đặc biệt và ly kỳ hay không, có cái điều gì bí ẩn hay không. Và đập vào mắt Huế	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	548.92	552.8	Review thì rõ ràng Huế Review nhận thấy nó có một cái sự đặc biệt ở đây đó chính	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	552.8	558.2	là cái khu lăng mộ này được xem như là một cái khu lăng mộ tập thể đây quý vị.	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	558.2	562.56	Và khu răng bộ cái khuôn viên của nó cũng khá là rộng và theo như Huế Ru tìm	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	562.56	567.32	hiểu thì nó tới 1000 m²ông. Và khi bước vào thì Huế Review dù là trời nóng nhưng	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	567.32	572.76	mà cảm thấy rất là lạnh người bởi vì những cái nấm mồ nó có vẻ là rất là chua	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	572.76	577.36	sót mà nhìn có vẻ là tuy là trúng chôn chung với nhau rất là nhiều như thế này	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	577.36	581.839	nhưng mà có một cái điều gì đó nó nó cảm thấy trong Huế Review cảm thấy rất là	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	581.839	588.64	lạnh người và cộng thêm những cái hình ảnh về các cái sự xuống cấp của các cái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	588.64	593.64	cổng Tam Quang và các cái bức hành nhìn rong rêu nó bám cảm giác là nó rất là	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	593.64	599.079	lạnh ngược người đấy. Và như quý vị thấy thì các cái cổng tam	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	599.079	604.0	quan dù trước hay sau đó thì các cái họa tiết bây giờ nó cũng đã phai mờ, phai	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	604.0	608.64	nhạt dừng và nó bị xuống cấp rồi. À bên này quý vị thấy là có hình một con rùa	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	608.64	613.839	này. Đấy nhìn kỹ chúng ta thấy sẽ có một cái con rùa nằm trên. Đây. Còn bên này	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	613.839	618.839	thì không biết là cái con gì đây. Đó còn lại cái cổng chính thì rõ ràng nó sẽ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	618.839	624.72	được trang trí bởi những cái hoa văng, những cái hóa tiết. cũng có các cái chữ	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	624.72	629.519	nhưng mà bây giờ nó đã bị mờ rồi quý vị. Đây là một cái máy giả như thế này và	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	629.519	634.8	hai bên là cũng có hai cái chữ như thế này. Còn bên này là hình như như là hai	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	634.8	642.88	con rùa. Hai con rùa và nó trầu hai bên thì phải. Đấy. Hai con rùa ghép lại với	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	642.88	647.2	nhau. Bên này một đầu và bên này một đầu. Cái hòa tiết này thì cũng rất ít	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	647.2	652.36	quý vị để ý nhưng mà xung quanh đâu đây thì cũng có những cái họa tiết long lưng	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	652.36	657.72	quy phượng. quy đủ tử linh ở trong này. Theo như Huế Ruhi tìm hiểu thì cái khu	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	657.72	661.959	lăng mộ này gồm có 25 ngôi mộ, trong đó thì có hai cái ngôi mộ gió và hai cái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	661.959	667.76	môi ngôi m gió thì được đặt ở đây một, ở bên kia là một. Thì trong này có một cái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	667.76	674.24	ngôi mộ lớn nhất đó chính là cái ngôi mộ của Thái Giám Châu Phước Nam là cái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	674.24	678.56	người mà đã có ý tưởng để tạo nên cái khu lăng mộ cho những cái vị thái giám	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	678.56	685.32	này. Đấy à sau này thì như quý vị thấy là nó có nó có ba tầng đây. Một tầng,	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	685.32	689.16	hai tầng và ba tầng. Thật ra là Huy Rêu cũng không biết là cái nấm mồ của Thái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	689.16	693.519	Giám Châo Phước Nam nó nằm ở đâu. Chỉ biết rằng theo cái thông tin đó là cái	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	693.519	699.959	nấm mồ mà gọi là lớn nhất và to nhất à và nó nằm ở cái tầng đầu tiên. Thì	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	699.959	703.839	không biết là theo cái phân phân cấp thì cái tầng nào là cái tầng đầu tiên. Nhưng	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	703.839	708.0	mà Huế Review nhận thấy ở đây có một cái ngôi mộ rất là lớn gọi là to nhất và	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	708.0	711.2	cũng được trang trí là đẹp nhất. Đây thì không biết là cái ngôi lăng mộ này có	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	711.2	714.959	phải là của Thái giám trong Phước Nam hay không. Đó thì không biết là quý vị	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
data\raw_audio\2ytfp_TYGmo.wav	714.959	718.8	có nhận ra được cái cái cái ngôi lăng mộ của thái giám trong phượng năng. Ai biết	@HUE	data\processed_transcripts\2ytfp_TYGmo.json
