audio_file,text,speaker
data\data_prepared\wavs\2ytfp_TYGmo_0039.wav,chùa này cũng gắn liền với một cái giai thoại cũng rất là ly kỳ. thời dưới thời,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0040.wav,vua Tử Đức và lát thì Huế Review cũng sẽ chia sẻ cho quý vị nghe.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0041.wav,Thực sự thì đến cái ngôi chùa này thì bây giờ hiện tại Huy Ru cảm thấy tâm rất,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0042.wav,là thanh tịnh thôi quý vị. Và xung quanh đây là những cái ngôi lăng mộ của những,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0043.wav,cái vị trụ trì đấy. Những cái vị sư ngày xưa mà đã từng tu ở đây. Bên này là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0044.wav,chúng ta sẽ thấy một cái chiếc chuông đồng rất là lớn. Đó.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0045.wav,Và đây chính là cái con đường mà dẫn chúng ta đi lên cái ngôi lăng mộ của các,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0046.wav,cái vị quan thái giám. Chắc có lẽ thì cũng có một số quý vị,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0047.wav,trên kênh Huế Review đã từng nghe đến cái ngôi lăng mộ này và cũng đã từng đến,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0048.wav,đây. Nhưng mà đa phần thì cũng rất ít người biết đến cái ngôi lăng mộ của các,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0049.wav,cái vị quan thái giám giữa triều Nguyễn. Bởi vì những cái phần đời của họ hết sức,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0050.wav,là Chúa xót và những cái vị quan thái giám ngày xưa thì cũng rất ít khi được,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0051.wav,coi trọng. Chính vì vậy mà cũng rất ít người biết đến. Thường thường thì họ chỉ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0052.wav,"biết đến những cái vua chúa, những cái bà hoàng, công chúa và hoàng tử mà thôi.",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0053.wav,Đây là khu vực lăng mộ chôn các cái vị thái giảm đây quý vị. Nhìn nó rất là cổ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0054.wav,kính đó. Và như quý vị thấy thì trước mặt đó chính là một cái bức bình phong,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0055.wav,tiền và cái bờ thanành ngoài nhìn cũng có ba lỗi đi nhưng mà cái lỗi giữa là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0056.wav,bức bên phong và hai lỗi hai bên nhìn có vẻ rất là trang nghiêm. Đây quả thật là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0057.wav,một cái ngôi lăng mộ hết sức là độc đáo mà Huế Review trước giờ muốn đã phát,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0058.wav,hiện và muốn quay cho quý vị xem. Quý vị thấy là cái khu lă mộ này hiện,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0059.wav,tại là đang xuống cấp rất là nghiêm trọng đây.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0060.wav,Rất là rất là nghiêm trọng luôn. Bởi vì ở đây là các cái gạch đá rồi các cái vôi,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0061.wav,vựa như quý vị thấy này. Cái chất liệu dính kết đấy. Chất liệu dính kết này là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0062.wav,rất đặc trưng cho cái các cái khu lăng mộ của Triều Nguyện. Ở đây là có cái bũ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0063.wav,thành ngoài đấy. Sau cái bức tường thành này thì sẽ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0064.wav,có một cái bũ thành và có cái cổng tam quang.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0065.wav,Nhìn các cái hòa tiết trên cổng Tam Quang thì quý vị cũng có thể thấy mức độ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0066.wav,"cổ kính của cái ngôi lăng mộ này nó như thế nào rồi. Đó, hầu hết các cái hỏa",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0067.wav,tiết đều bị bong tróc và rớt ra rớt xuống rồi quý vị. Nhìn rất là đau sót,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0068.wav,luôn. Đây những cái chữ Hán được à,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0069.wav,"điêu khắc bằng à các cái mẻ sanh, mẻ sứ đọc vẫn vẫn nói chung là nếu như quý vị",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0070.wav,nào biết thì có thể đọc ra hay không. Nhưng mà ở đây là Huế Review cũng không,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0071.wav,có có hiểu được chữ Hán do đó là cũng không có đọc được cái nghĩa nhưng mà,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0072.wav,nhìn thì có vẻ là vẫn còn khá là rõ. Đây riêu phong r bám rất là nhiều. Đây là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0073.wav,các cái bức tường phía ngoài thì được xây bằng đá. Đây phía bên này thì à quý,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0074.wav,vị thấy là cũng có một cái bia à và một cái nhà bia ngay cái à cái cổng chính,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0075.wav,của Tam Quang. Và cái cổng này thì chúng ta không có đi vào được thưa quý vị. Đó,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0076.wav,và ở đây là dựng một cái tấm bia. Thì theo như Huế Rêu tìm hiểu thì cái tấm,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0077.wav,bia này là cũng được à khắc những cái công lao của các cái vị thái giám à đã,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0078.wav,"từng ủng hộ để xây dựng nên cái ngôi l mũ này. Đấy, một cái nhà bia rất là rộng",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0079.wav,và rất là rất là đẹp. Các cái họa tiết trên bia thì như quý vị thấy là cũng có,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0080.wav,rồng đây. Không hiểu vì sao là làm những cái tấm bia mà có rồng như thế này bởi,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0081.wav,vì nó cũng khá là vô lý là bởi vì việc mà xây dựng các cái quan thể giám ngày,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0082.wav,xưa thì cũng không có được à coi trọng lắm. Nhưng mà ở đây Huế review như phát,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0083.wav,hiện cái đầu rồng thì không biết quý vị có có nhìn nhìn rõ hay không.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0084.wav,Đây trâu mặt trâu cái ấm dương bạc quái đây,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0085.wav,quý vị này. Đấy đây một con rồng này bên đây một con,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0086.wav,rồng này. Nhà bia thì đó ở đây là có một cái án,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0087.wav,hương đây. Nhìn cái họa tiết trang trí thì rất là cổ đấy. Kiểu là dạng giống,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0088.wav,như cái đời à nhà tần của Trung Quốc vậy quý vị.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0089.wav,Và và theo như Huế Review tìm hiểu thì thái giám nó cũng xuất phát từ một cái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0090.wav,triều đại của Trung Quốc. Từ đó thì mới có Thái Giám để à đưa vào cung. Đây trên,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0091.wav,kia thì quý vị thấy cái cổng tam quang là coi như là nó bị bể nức hết các cái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0092.wav,hòa tiết và nó rơi xuống rồi. Nhìn rất là chuôi xót. Đây những cái hình hài bên,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0093.wav,này nó cũng không có rõ ràng nữa. Nhìn như là con kỳ lưng đấy.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0094.wav,Đó bên này là một cái cẩm. Và để trước khi chúng ta vào khám phá,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0095.wav,"cái ngôi lăng mộ của các cái vị thái giám, một cái ngôi lăng mộ rất là độc lạ",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0096.wav,và rất là tuyệt vời thì Huế Review sẽ thấp một cái đánh nhang ngay cả tại cái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0097.wav,bia để xin phép đi vào. Vâng luôn tiền thì Huế Review cũng sẽ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0098.wav,thấp nhang cho tất cả các cái nắm mua ở đây luôn quý vị. Sau đó thì chúng ta sẽ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0099.wav,khám phá sau nha quý vị. Đây.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0100.wav,[âm nhạc] [âm nhạc],@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0101.wav,"Kính thưa quý vị, sau khi mà Huế review thập nhang cho các cái nấm mổ thì bây",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0102.wav,giờ là chúng ta sẽ khám phá đấy phía bên trong cái khu mộ này xem có cái điều gì,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0103.wav,"đặc biệt và ly kỳ hay không, có cái điều gì bí ẩn hay không. Và đập vào mắt Huế",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0104.wav,Review thì rõ ràng Huế Review nhận thấy nó có một cái sự đặc biệt ở đây đó chính,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0105.wav,là cái khu lăng mộ này được xem như là một cái khu lăng mộ tập thể đây quý vị.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0106.wav,Và khu răng bộ cái khuôn viên của nó cũng khá là rộng và theo như Huế Ru tìm,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0107.wav,hiểu thì nó tới 1000 m²ông. Và khi bước vào thì Huế Review dù là trời nóng nhưng,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0108.wav,mà cảm thấy rất là lạnh người bởi vì những cái nấm mồ nó có vẻ là rất là chua,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0109.wav,sót mà nhìn có vẻ là tuy là trúng chôn chung với nhau rất là nhiều như thế này,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0110.wav,nhưng mà có một cái điều gì đó nó nó cảm thấy trong Huế Review cảm thấy rất là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0111.wav,lạnh người và cộng thêm những cái hình ảnh về các cái sự xuống cấp của các cái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0112.wav,cổng Tam Quang và các cái bức hành nhìn rong rêu nó bám cảm giác là nó rất là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0114.wav,"quan dù trước hay sau đó thì các cái họa tiết bây giờ nó cũng đã phai mờ, phai",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0115.wav,nhạt dừng và nó bị xuống cấp rồi. À bên này quý vị thấy là có hình một con rùa,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0116.wav,này. Đấy nhìn kỹ chúng ta thấy sẽ có một cái con rùa nằm trên. Đây. Còn bên này,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0117.wav,thì không biết là cái con gì đây. Đó còn lại cái cổng chính thì rõ ràng nó sẽ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0118.wav,"được trang trí bởi những cái hoa văng, những cái hóa tiết. cũng có các cái chữ",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0119.wav,nhưng mà bây giờ nó đã bị mờ rồi quý vị. Đây là một cái máy giả như thế này và,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0120.wav,hai bên là cũng có hai cái chữ như thế này. Còn bên này là hình như như là hai,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0121.wav,con rùa. Hai con rùa và nó trầu hai bên thì phải. Đấy. Hai con rùa ghép lại với,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0122.wav,nhau. Bên này một đầu và bên này một đầu. Cái hòa tiết này thì cũng rất ít,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0123.wav,quý vị để ý nhưng mà xung quanh đâu đây thì cũng có những cái họa tiết long lưng,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0124.wav,quy phượng. quy đủ tử linh ở trong này. Theo như Huế Ruhi tìm hiểu thì cái khu,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0125.wav,"lăng mộ này gồm có 25 ngôi mộ, trong đó thì có hai cái ngôi mộ gió và hai cái",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0126.wav,"môi ngôi m gió thì được đặt ở đây một, ở bên kia là một. Thì trong này có một cái",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0127.wav,ngôi mộ lớn nhất đó chính là cái ngôi mộ của Thái Giám Châu Phước Nam là cái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0128.wav,người mà đã có ý tưởng để tạo nên cái khu lăng mộ cho những cái vị thái giám,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0129.wav,"này. Đấy à sau này thì như quý vị thấy là nó có nó có ba tầng đây. Một tầng,",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0130.wav,hai tầng và ba tầng. Thật ra là Huy Rêu cũng không biết là cái nấm mồ của Thái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0131.wav,Giám Châo Phước Nam nó nằm ở đâu. Chỉ biết rằng theo cái thông tin đó là cái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0132.wav,nấm mồ mà gọi là lớn nhất và to nhất à và nó nằm ở cái tầng đầu tiên. Thì,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0133.wav,không biết là theo cái phân phân cấp thì cái tầng nào là cái tầng đầu tiên. Nhưng,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0134.wav,mà Huế Review nhận thấy ở đây có một cái ngôi mộ rất là lớn gọi là to nhất và,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0135.wav,cũng được trang trí là đẹp nhất. Đây thì không biết là cái ngôi lăng mộ này có,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0136.wav,phải là của Thái giám trong Phước Nam hay không. Đó thì không biết là quý vị,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0137.wav,có nhận ra được cái cái cái ngôi lăng mộ của thái giám trong phượng năng. Ai biết,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0138.wav,thì cũng có thể để bình luận ở phía dưới video của Huy Review nha quý vị. Và nhìn,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0139.wav,ở phía sau tổng thể thì chúng ta thấy cổng Tam Quang rất là đẹp đấy. Và nó các,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0140.wav,cái ngôi lăng mộ phương tầng nó rất là chỉnh chu. Đây nhìn cũng rất là đàn,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0141.wav,hoàng nghiêm túc. Rồi ở đây là phía cái sau là có một cái bức bình phong hậu.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0142.wav,Đấy bức bình phong hậu này rất là lớn đấy. Nhưng mà theo như Huế Rview thấy,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0143.wav,thì cũng không có cái các cái họa tiết trang trí ở bức bình phong. Và còn lại,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0144.wav,cái bức bổ thành thì nhìn cũng rất là cao. Đấy cũng khá là cao và cũng khá là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0145.wav,dày. Nhưng mà nằm trơ trọi giữa cái rừng thông hoang vu như thế này thì nó bây,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0146.wav,giờ nó cũng đã xuống cấp rất là nghiêm trọng rồi.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0147.wav,này thực sự mà chúng ta bước vào đây thì phải nói thật sự là phải có cái sự đồng,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0148.wav,cảm rất là lớn khi mà nhìn vào những cái ngôi mộ như thế này chôn những một cái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0149.wav,tầng lớp mà ngày xưa không được coi trọng chỉ là người hầu kẻ hạ cho cùng,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0151.wav,người ta hay gọi là quang thái giám hay là gọi là hoàng quang đây mời quý vị,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0152.wav,chiêm ngưỡng lại. kiến trúc của các cái ngôi mổ thì nó cũng à khá là đơn giản.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0153.wav,"Đấy, một ngôi mộ thì có ngôi mộ là một tầng, có ngôi m là hai tầng và thậm chí",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0154.wav,là có những cái ngôi m gió và trước mỗi ngôi mộ là đều có những cái tấm bia. Thì,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0155.wav,những cái tấm bia này có lẽ là cũng được làm mới lại thôi quý vị. Nhưng mà những,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0156.wav,cái ngôi mộ thì có lẽ là có vẻ là những cái ngôi mộ mà ngày xưa nó giữ nguyên,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0157.wav,bản kiến trúc của những cái ngôi mổ. Đây được xem là một cái ngôi lăng mộ gọi là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0158.wav,độc nhất vô nhị ở Việt Nam mà chốn cất những cái vị thái giám của triều Nguyễn.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0159.wav,Vậy thì như thế nào được gọi là thái giám và thái giám ngày xưa thì nó tại,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0160.wav,sao được xem là một cái tầng lớp mà luôn luôn làm người hầu kẻ hạ và nó có những,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0161.wav,cái bí ẩn gì trong cái ngôi l bộ này thì bây giờ Huế Review sẽ tiếp tục chia sẻ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0162.wav,cho quý vị bằng những cái hình ảnh trên cao cũng như là nghe Huy Review tâm sự,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0163.wav,chia sẻ cái câu chuyện liên quan tới thái giám. Xin mời quý vị.,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0164.wav,"Kính thưa quý vị, bây giờ là 11:00 trưa, trời cũng khá là nắng nôi nhưng mà Huế",@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0165.wav,Review cũng cố gắng để đi quay cho quý vị xem. Bởi vì nếu như quay buổi chiều,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0166.wav,thì có lẽ là thời gian này có thể là xảy ra những cái cơn mưa những cái m cơ mưa,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0167.wav,bất chợt ở xứ Huế. Đó do đó là quay buổi trưa thì nó sẽ an toàn hơn. Và tiếp theo,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0168.wav,là Huy Review cũng sẽ chia sẻ là đó là tại vì sao người ta gọi là Thái giam hay,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0169.wav,là Hòa Quang. Bởi vì đối với các cái triều đại vua chúa và trong đó thì có,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0170.wav,triều đại nhà Nguyễn thì ngày xưa cái thái giám này nó xuất phát từ một cái,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0171.wav,triều đại của Trung Quốc. À ngày xưa thì có hai cái nguồn mà được coi được coi,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0173.wav,nhỏ từ khi sinh ra đã bị ái nam ái nữ rồi thì được gọi là giám sinh cũng có,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0174.wav,thể là đưa được thì cũng có thể đưa vào cùng để có thể là làm những cái chức,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0175.wav,quan trong triều đình hoặc là có thể là làm à thải giám. Dưới thời Triều Nguyễn,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0176.wav,thì cũng có một cái vị ái nam ái nữ cũng rất là nổi tiếng đó chính là cái võ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0177.wav,tướng Lê Văn Duyệt một cái khai quốc công thần đó của triều Nguyễn à được xem,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0178.wav,là một trong ngũ hộ tướng của vua Gia Long và ông Lê Văn Duyệt cũng là người,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0179.wav,ái nam ái nữ và quê ở miền Tây thôi quý vị ngày xưa mà nếu như mà nhà nào mà có,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0180.wav,cái người ái nam ái nữ thì cái nhà đó cũng xem như là có phúc tuy nhiên thì,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0181.wav,nếu như mà biết nhà mình có ái nam ái nữ nhưng mà không có báo thì cũng phạm vào,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0182.wav,tối chết thưa quý vị. Nguồn thứ hai đó chính là lấy nguồn từ bên ngoài. Tức là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0183.wav,những cái gia đình nghèo khổ mà không có miếng ăn nói nhưung là không không đủ,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0184.wav,miếng ăn cho gia đình cuối cùng phải bán con vào triều đình. Thì những cái người,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0185.wav,đó trước khi vào hầu hạ vua chúa thì cũng phải là cắt đi cái phần sinh thật,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0186.wav,khí của mình à để mà không có thể nào mà vào trong cùng để có thể là làm những,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0187.wav,cái điều mà à nó có lỗi với vua tức là à toàn t với cung tần rồi cũng như là,@HUE
data\data_prepared\wavs\2ytfp_TYGmo_0188.wav,người hàu hạ. Và sau khi cắt đi cái phần sinh thật khí của mình thì các cái thái,@HUE
