audio_file|text|speaker
wavs/XQRcF9k1pjg_0070.wav|và quý vị có thể thấy là ở đó chúng ta mới thấy trường trung học cơ sở vinh thanh|SPEAKER_00
wavs/XQRcF9k1pjg_0071.wav|thì huy review biết rằng là khán giả của kênh huy review cũng có rất nhiều|SPEAKER_00
wavs/XQRcF9k1pjg_0072.wav|bà con ở khu vực xã vinh thanh này|SPEAKER_00
wavs/XQRcF9k1pjg_0073.wav|ở đây là trạm y tế của xã vinh thanh nha quý vị, chúng ta vừa đi qua|SPEAKER_00
wavs/XQRcF9k1pjg_0074.wav|thì ở đây cũng có một khu vui chơi vào buổi tối|SPEAKER_00
wavs/XQRcF9k1pjg_0075.wav|cũng rất là thú hụt|SPEAKER_00
wavs/XQRcF9k1pjg_0076.wav|những trẻ em cũng như là cả quý vị phụ huynh|SPEAKER_00
wavs/XQRcF9k1pjg_0077.wav|những em, con em đến đây để chơi cười ngừa v.v|SPEAKER_00
wavs/XQRcF9k1pjg_0078.wav|và trong thời gian vừa rồi thì huyện địa viêu cũng có quay cho quý vị xem cái chợ sáng cũng như chợ chiêu ở vinh thanh|SPEAKER_00
wavs/XQRcF9k1pjg_0079.wav|và cũng thu hút rất là nhiều bà con để xem cái khu vực chợ vinh thanh này|SPEAKER_00
wavs/XQRcF9k1pjg_0080.wav|và chợ sáng, chợ chiêu được xem như là một cái nhận trọng ngôi chợ lớn của huyền phủ ván luôn quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0081.wav|và huy review thật sự ấn tượng với trời sáng của vinh thanh|SPEAKER_00
wavs/XQRcF9k1pjg_0082.wav|và rất nhiều các cái mặt hàng|SPEAKER_00
wavs/XQRcF9k1pjg_0083.wav|rau củ, quả, thủy, hải sản|SPEAKER_00
wavs/XQRcF9k1pjg_0084.wav|tất tần tất tần, mọi thứ đay đủ|SPEAKER_00
wavs/XQRcF9k1pjg_0085.wav|và rất là lớn|SPEAKER_00
wavs/XQRcF9k1pjg_0086.wav|đấy, trước mặt quý vị, đấy chính là cái trời chiều đấy quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0087.wav|và trời thường hoạt động|SPEAKER_00
wavs/XQRcF9k1pjg_0088.wav|ba đến bốn giờ chiều|SPEAKER_00
wavs/XQRcF9k1pjg_0089.wav|thì giờ đó|SPEAKER_00
wavs/XQRcF9k1pjg_0090.wav|rất là đông, rất là đông|SPEAKER_00
wavs/XQRcF9k1pjg_0091.wav|ba con đến để đi chờ|SPEAKER_00
wavs/XQRcF9k1pjg_0092.wav|khu vực ngã tư này|SPEAKER_00
wavs/XQRcF9k1pjg_0093.wav|thì chúng ta sẽ|SPEAKER_00
wavs/XQRcF9k1pjg_0094.wav|quay trái để đi qua một câu mà hôm nay huyện review cũng muốn giới thiệu cho quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0095.wav|đó chính là câu trương ha|SPEAKER_00
wavs/XQRcF9k1pjg_0096.wav|một câu bắt qua đâm thủy tú thuộc hệ thống đâm phả tâm nhã câu hai|SPEAKER_00
wavs/XQRcF9k1pjg_0097.wav|và đâm thủy tú thì quý vị cũng|SPEAKER_00
wavs/XQRcF9k1pjg_0098.wav|đã được huyện review quay|SPEAKER_00
wavs/XQRcF9k1pjg_0099.wav|trong một cuộc đua ghé truyền thống, một cuộc đua thiền truyền thống|SPEAKER_00
wavs/XQRcF9k1pjg_0100.wav|ở xã vinh hưng tên là đâm thủy tú|SPEAKER_00
wavs/XQRcF9k1pjg_0101.wav|đâm thủy tủ cũng là một trong những đâm lớn của hệ thống đâm phá tấm giang cầu hai này|SPEAKER_00
wavs/XQRcF9k1pjg_0102.wav|và cuộc sống của ba con cũng đánh bắt thủy hải sản trên đâm rất là nhiều|SPEAKER_00
wavs/XQRcF9k1pjg_0103.wav|và trước mặt quỷ vị chính là con đường dẫn đến cầu trương ha|SPEAKER_00
wavs/XQRcF9k1pjg_0104.wav|nếu như là quỷ vị ở khu vực vén đâm phá thì chắc hẳn sẽ quen với những chuyện cầu trương ha này|SPEAKER_00
wavs/XQRcF9k1pjg_0105.wav|và trước kia có một video mà huyện review cũng quay cho quý vị xem là câu tứ hiền|SPEAKER_00
wavs/XQRcF9k1pjg_0106.wav|đó cũng là một trong những dịch câu mà bắt qua phả tâm giang|SPEAKER_00
wavs/XQRcF9k1pjg_0107.wav|và trong những thời gian gần đây thì việc bắt những câu như thế này qua phả tâm giang|SPEAKER_00
wavs/XQRcF9k1pjg_0108.wav|đó là một điều kiện hệ sức thuận lợi cho bà con|SPEAKER_00
wavs/XQRcF9k1pjg_0109.wav|bởi vì trước kia khi mà chưa có những cái câu trương hà hay là câu tứ hiền|SPEAKER_00
wavs/XQRcF9k1pjg_0110.wav|hay là những cái câu thuận an|SPEAKER_00
wavs/XQRcF9k1pjg_0111.wav|thì việc qua lại đến đâm phá|SPEAKER_00
wavs/XQRcF9k1pjg_0112.wav|chủ yếu là bằng các cái con đò hay là những chuyện phà|SPEAKER_00
wavs/XQRcF9k1pjg_0113.wav|đi trên phá thám giang này để vận chuyển hai họa cũng như là con người|SPEAKER_00
wavs/XQRcF9k1pjg_0114.wav|đi qua phá thám giang|SPEAKER_00
wavs/XQRcF9k1pjg_0115.wav|nhưng kể từ khi có những câu như thế này thì việc đi lại giao thông thông thương giữa các xã|SPEAKER_00
wavs/XQRcF9k1pjg_0116.wav|văn phả tâm giang thì nó lại rất như là thuần lời rồi các bạn.|SPEAKER_00
wavs/XQRcF9k1pjg_0117.wav|và như quý vị thấy thì khi chúng ta đi trên câu hôm nay nhìn xuống phía dưới thì chúng ta thấy đâm|SPEAKER_00
wavs/XQRcF9k1pjg_0118.wav|thủy tú của thuộc phả tâm giang nhìn hết sức là đẹp các bạn.|SPEAKER_00
wavs/XQRcF9k1pjg_0119.wav|và có thể nói rằng là cái bê rồng của cái phá tấm giang rất là lớn|SPEAKER_00
wavs/XQRcF9k1pjg_0120.wav|chính vì vậy mà việc bắt những cái câu như thế này qua phá tấm giang|SPEAKER_00
wavs/XQRcF9k1pjg_0121.wav|đó cũng là một trong những cái kỳ tích và những cái kỳ công của chính quyền|SPEAKER_00
wavs/XQRcF9k1pjg_0122.wav|giúp cho ba con có thể là thoải mái hơn, thuần lời hơn|SPEAKER_00
wavs/XQRcF9k1pjg_0123.wav|trong cái việc mà đi qua đi lại pha|SPEAKER_00
wavs/XQRcF9k1pjg_0124.wav|thay vì lúc trước di chuyển bằng các ghé đo và pha thì bây giờ đi|SPEAKER_00
wavs/XQRcF9k1pjg_0125.wav|xe máy hay là các phương tiện giao thông đường bộ vượt qua phá thám giang rất là dễ dàng|SPEAKER_00
wavs/XQRcF9k1pjg_0126.wav|và đó cũng chính là một điều đáng mừng cho cuộc sống của bà con|SPEAKER_00
wavs/XQRcF9k1pjg_0127.wav|câu trương ha được xế dựng vào năm hai nghìn lẻ một|SPEAKER_00
wavs/XQRcF9k1pjg_0128.wav|và việc cho xế dựng câu trương ha là một việc hiện sức có ý nghĩa|SPEAKER_00
wavs/XQRcF9k1pjg_0129.wav|trong đời sống của ba con hải sả vinh thanh và vinh phủ của hiệp phủ vang nội riết|SPEAKER_00
wavs/XQRcF9k1pjg_0130.wav|và ba con của khu vực ven đâm phạm nổi chúc|SPEAKER_00
wavs/XQRcF9k1pjg_0131.wav|đây được xem như là câu dài nhất quật qua phả thẩm gia này quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0132.wav|và như quý vị đã thấy thì đây chính là địa bàn của xã vĩnh phú, huyện phủ vang|SPEAKER_00
wavs/XQRcF9k1pjg_0133.wav|và xã vĩnh phú cũng được xem là một trong những xã khá là nghèo của huyện phủ vang|SPEAKER_00
wavs/XQRcF9k1pjg_0134.wav|bởi vì ở đấy ba con cũng tuy là hoạt động bằng các|SPEAKER_00
wavs/XQRcF9k1pjg_0135.wav|nghề thủy hải sản|SPEAKER_00
wavs/XQRcF9k1pjg_0136.wav|nhưng mà ngành nghe chỉnh vẫn là trong lúa và nông nghiệp|SPEAKER_00
wavs/XQRcF9k1pjg_0137.wav|và bây giờ chúng ta sẽ không tham quan cảnh sảo vĩnh phú|SPEAKER_00
wavs/XQRcF9k1pjg_0138.wav|mà huệ review sẽ dành cho video sau|SPEAKER_00
wavs/XQRcF9k1pjg_0139.wav|bây giờ chúng ta sẽ quay phải để đi vào con đường tỉnh|SPEAKER_00
wavs/XQRcF9k1pjg_0140.wav|b|SPEAKER_00
wavs/XQRcF9k1pjg_0141.wav|là bởi chúng ta sẽ ngược lên xã phú đa|SPEAKER_00
wavs/XQRcF9k1pjg_0142.wav|gọi là xã bởi vì trường kia thôi|SPEAKER_00
wavs/XQRcF9k1pjg_0143.wav|còn bây giờ thì phú đa cũng được xem là một thị trấn|SPEAKER_00
wavs/XQRcF9k1pjg_0144.wav|được xem là thị trấn của huyện phú vang|SPEAKER_00
wavs/XQRcF9k1pjg_0145.wav|gọi là thị trấn phú đa|SPEAKER_00
wavs/XQRcF9k1pjg_0146.wav|và chúng ta sẽ xem thử cuộc sống của ba con ở thị trận vũ đá là như thế nào|SPEAKER_00
wavs/XQRcF9k1pjg_0147.wav|như bây giờ thì quý vị thấy việc đường xá|SPEAKER_00
wavs/XQRcF9k1pjg_0148.wav|quý vị cũng có thể nhận ra là trước kia hẳn đây là những con đường đất đỏ|SPEAKER_00
wavs/XQRcF9k1pjg_0149.wav|bởi vì theo kỷ niệm của huyện địa viêu mà trước kia mà khi đi con đường này á|SPEAKER_00
wavs/XQRcF9k1pjg_0150.wav|thì lúc đó là huyện địa viêu buồn đi về thành phố lăng|SPEAKER_00
wavs/XQRcF9k1pjg_0151.wav|tức là cái là áng bằng|SPEAKER_00
wavs/XQRcF9k1pjg_0152.wav|thì đi qua những con đường này thì toàn là đất đỏ|SPEAKER_00
wavs/XQRcF9k1pjg_0153.wav|và huế đế viêu nhớ như in là đợt đỏ huế đế viêu cũng đã từng bị tai nạn|SPEAKER_00
wavs/XQRcF9k1pjg_0154.wav|ở cái khu vực này là bởi vì cái đường đất đỏ đó nó|SPEAKER_00
wavs/XQRcF9k1pjg_0155.wav|nó rất là trơn|SPEAKER_00
wavs/XQRcF9k1pjg_0156.wav|và nhất là sau những cái ngày mưa nữa|SPEAKER_00
wavs/XQRcF9k1pjg_0157.wav|và bùi thì rất là nhiều|SPEAKER_00
wavs/XQRcF9k1pjg_0158.wav|và hôm đó thì có được bàn của huế đế viêu|SPEAKER_00
wavs/XQRcF9k1pjg_0159.wav|chở huế đế viêu bằng xe tê ga|SPEAKER_00
wavs/XQRcF9k1pjg_0160.wav|do đó là cái bạch xé nó nhỏ và trớn quá, từ xia và từ rớt luôn|SPEAKER_00
wavs/XQRcF9k1pjg_0161.wav|và không có những cái ngôi nhà nó mọc lên như thế này đâu quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0162.wav|mà trước kia ở đây là những cái rừng, những cái rừng cái kéo, cái kéo trăm|SPEAKER_00
wavs/XQRcF9k1pjg_0163.wav|nhìn rất là hoang vẫn|SPEAKER_00
wavs/XQRcF9k1pjg_0164.wav|giống như là đi vào một cái khu rừng vậy|SPEAKER_00
wavs/XQRcF9k1pjg_0165.wav|tuy nhiên thì bây giờ nó cũng đỡ hơn nhiều|SPEAKER_00
wavs/XQRcF9k1pjg_0166.wav|ngoài những cái kéo tràm thì cũng có những cái ngôi nhà của ba con được xây lên và đường xã|SPEAKER_00
wavs/XQRcF9k1pjg_0167.wav|thì nó lại ếm ả hơn rất là nhiều|SPEAKER_00
wavs/XQRcF9k1pjg_0168.wav|việc xây dựng những cái con đường như thế này thì phải nói thật là nó giúp ích rất là nhiều cho ba con|SPEAKER_00
wavs/XQRcF9k1pjg_0169.wav|bởi vì đôi lúc cái việc mà giáo thương buôn bản hay là giáo thông trên đường mà|SPEAKER_00
wavs/XQRcF9k1pjg_0170.wav|gặp những cái con đường đất đỏ thì quả thật là rất là đáng sợ|SPEAKER_00
wavs/XQRcF9k1pjg_0171.wav|vậy là và nhất là vào mùa mưa nữa thì ba con sẽ rất là cực|SPEAKER_00
wavs/XQRcF9k1pjg_0172.wav|tuy nhiên thì có những con đường được bê tống hỏa như thế này|SPEAKER_00
wavs/XQRcF9k1pjg_0173.wav|thì nó sẽ có phần giúp cho ba con rất là nhiều|SPEAKER_00
wavs/XQRcF9k1pjg_0174.wav|đó là một cái điều mà chúng ta không thể bàn cải đúng không quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0175.wav|tuy nhiên, quý vị cũng có thể thấy đất trọng ở khu vực thị|SPEAKER_00
wavs/XQRcF9k1pjg_0176.wav|trận phú đá còn rất nhiều.|SPEAKER_00
wavs/XQRcF9k1pjg_0177.wav|và việc mở rộng các công trình,|SPEAKER_00
wavs/XQRcF9k1pjg_0178.wav|đầu tư các công trình về thị trận phú đá, đó có lẽ là một trong những quy hoạch trong tương lai.|SPEAKER_00
wavs/XQRcF9k1pjg_0179.wav|bởi vì hiện tại thì ở thị trận phù đá nó đã|SPEAKER_00
wavs/XQRcF9k1pjg_0180.wav|được xây dựng các khu công nghiệp|SPEAKER_00
wavs/XQRcF9k1pjg_0181.wav|và ở đây cũng có rất nhiều các công ty thuộc các khu công nghiệp|SPEAKER_00
wavs/XQRcF9k1pjg_0182.wav|và nó giúp cho công an việc làm của bà con điều phương|SPEAKER_00
wavs/XQRcF9k1pjg_0183.wav|riêng và bà con hội nội trung cũng đã phát triển đến phương nào rồi các vị|SPEAKER_00
wavs/XQRcF9k1pjg_0184.wav|tuy nhiên chúng ta vẫn thấy những đất mô mà ở đây còn rất là nhiều và đất chủ điểu là đất cả trắng.|SPEAKER_00
wavs/XQRcF9k1pjg_0185.wav|chính vì vậy mà việc cải tạo và đưa vào phục vụ nông nghiệp thì nó cũng là một vấn|SPEAKER_00
wavs/XQRcF9k1pjg_0186.wav|đề hệ sức gián nát trong tương lai.|SPEAKER_00
wavs/XQRcF9k1pjg_0187.wav|tuy nhiên, việc đốt thị họa ngày càng cao,|SPEAKER_00
wavs/XQRcF9k1pjg_0188.wav|những mặt đất như thế này đưa vào để xây dựng nhà ở hay là đưa vào để cành tạc nông nghiệp thì|SPEAKER_00
wavs/XQRcF9k1pjg_0189.wav|đó là một điều thiệt yếu.|SPEAKER_00
wavs/XQRcF9k1pjg_0190.wav|và huế review hy vọng rằng trong tương lai thì khu vực này còn nhiều đổi thay hơn nữa.|SPEAKER_00
wavs/XQRcF9k1pjg_0191.wav|không biết khán giả của kênh huế review có ai ở khu vực thị trận phố đá hay không?|SPEAKER_00
wavs/XQRcF9k1pjg_0192.wav|ở đây thì huế địa viên phải là thuộc thôn việt trân thì phải|SPEAKER_00
wavs/XQRcF9k1pjg_0193.wav|và việt trân thì ở đây cũng có một cái ngôi chờ gọi là chờ việt trân|SPEAKER_00
wavs/XQRcF9k1pjg_0194.wav|cũng là ngôi chờ quê khá là đẹp|SPEAKER_00
wavs/XQRcF9k1pjg_0195.wav|và sắp tới thì có lẽ huế địa viên cũng sẽ quay lại khu vực này để quay những ngôi chờ quê ở khu|SPEAKER_00
wavs/XQRcF9k1pjg_0196.wav|vực thị trận phủ đá này cho quý vị xem|SPEAKER_00
wavs/XQRcF9k1pjg_0197.wav|chờ việt trân, chờ lương viện, chờ phú đa|SPEAKER_00
wavs/XQRcF9k1pjg_0198.wav|những ngôi chờ quế đặc trưng ở khu vực|SPEAKER_00
wavs/XQRcF9k1pjg_0199.wav|phú vác, thị trạng phú đa này|SPEAKER_00
wavs/XQRcF9k1pjg_0200.wav|đi trên những con đường này, quý vị có thể thấy là lắng mồ ở khu vực này cũng khá là nhiều|SPEAKER_00
wavs/XQRcF9k1pjg_0201.wav|và lắng mồ sấy cành những ngôi nhà|SPEAKER_00
wavs/XQRcF9k1pjg_0202.wav|và cả ngôi nhà bây giờ cũng đã được xây dựng lên rất là đẹp rồi quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0203.wav|không biết là quý vị có nhận ra được cái ngã bã này không|SPEAKER_00
wavs/XQRcF9k1pjg_0204.wav|nếu như quý vị nhận ra thì có thể comment phía dưới video cho huế review|SPEAKER_00
wavs/XQRcF9k1pjg_0205.wav|bởi vì huế review chắc chắn thì nhận ra cái ngã bã này rồi|SPEAKER_00
wavs/XQRcF9k1pjg_0206.wav|nhưng mà đôi lúc có một số quý vị khán giả đi xa|SPEAKER_00
wavs/XQRcF9k1pjg_0207.wav|và vẫn chưa nhận ra được cái sự đổi thay ở cái khu vực ngã bã này|SPEAKER_00
wavs/XQRcF9k1pjg_0208.wav|và quý vị có biết là nhà bà nó tên như thế không? nếu biết thì quý vị có comment phía dưới|SPEAKER_00
wavs/XQRcF9k1pjg_0209.wav|và nếu quý vị thấy thì cũng có một số nhà của ba con đã đến vua gạc rồi|SPEAKER_00
wavs/XQRcF9k1pjg_0210.wav|và cái mùa này là chuẩn bị chúng ta đến mua gạc lũa rồi quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0211.wav|và sắp tới thì hệ địa viên cũng sẽ quay cho quý vị xem|SPEAKER_00
wavs/XQRcF9k1pjg_0212.wav|không khí mua gạc cũng như là cách thức gạc lũa bây giờ nó khác xứa như thế nào|SPEAKER_00
wavs/XQRcF9k1pjg_0213.wav|ngày xưa thì gạc lùa chúng ta nhớ là chúng ta gạc bằng liêm,|SPEAKER_00
wavs/XQRcF9k1pjg_0214.wav|nhưng mà bây giờ chúng ta đi gạc lùa bằng mảy cả.|SPEAKER_00
wavs/XQRcF9k1pjg_0215.wav|và việc có sản xuất, việc mà chế tạo ra những cái mảy cắt nông nghiệp như vầy,|SPEAKER_00
wavs/XQRcF9k1pjg_0216.wav|mảy cắt lùa như vầy thì nó lại tiệt kiệm sức lao động của rất nhiều ba con.|SPEAKER_00
wavs/XQRcF9k1pjg_0217.wav|và đặc biệt thì ở những cái vùng như thế này là sản xuất nông nghiệp nó cũng là cái ngăn nghề chính.|SPEAKER_00
wavs/XQRcF9k1pjg_0218.wav|vì vậy mà việc có những cái máy cắt lúa hay là những cái máy tụt lúa tự động như vậy thì nó lại|SPEAKER_00
wavs/XQRcF9k1pjg_0219.wav|giúp cho cái việc cải tạo năng suất lao động rất là nhiều|SPEAKER_00
wavs/XQRcF9k1pjg_0220.wav|và hơn nữa nó cũng cải tạo được cái năng suất gọi là thanh phẩm luôn|SPEAKER_00
wavs/XQRcF9k1pjg_0221.wav|ở đây thì quý vị cũng có thể thấy là đường được bế tống hỏi cho quý vị|SPEAKER_00
wavs/XQRcF9k1pjg_0222.wav|và đi trên những cái con đường này, huế review cảm thấy rất là sướng|SPEAKER_00
wavs/XQRcF9k1pjg_0223.wav|gần mười năm về trước|SPEAKER_00
wavs/XQRcF9k1pjg_0224.wav|hơn mười năm về trước thì|SPEAKER_00
wavs/XQRcF9k1pjg_0225.wav|không có những con đường như thế này mà đi đâu|SPEAKER_00
wavs/XQRcF9k1pjg_0226.wav|và huy review cũng nhớ|SPEAKER_00
wavs/XQRcF9k1pjg_0227.wav|rõ ràng là những cái thời điểm|SPEAKER_00
wavs/XQRcF9k1pjg_0228.wav|trước kia khi huy review con học cấp ba|SPEAKER_00
wavs/XQRcF9k1pjg_0229.wav|phải đi xe đạp mà từ trên|SPEAKER_00
wavs/XQRcF9k1pjg_0230.wav|đạp về thầu|SPEAKER_00
wavs/XQRcF9k1pjg_0231.wav|dưới chỗ|SPEAKER_00
wavs/XQRcF9k1pjg_0232.wav|còn đi trên con đường đất thì ổ gà, ổ vịt rất là nhiều|SPEAKER_00
